#Silicene 1.020000e+01nmx1.020000e+01nm, a=2.28(2.32594), lx=15, ly=26

1560 atoms

1 atom types

0 102.6 xlo xhi
0 102.676 ylo yhi
-48 48 zlo zhi

Masses

1 28.0855

Atoms

1 1 0 0 4
2 1 1.14 1.97454 4.46
3 1 3.42 1.97454 4
4 1 4.56 0 4.46
5 1 0 3.94908 4
6 1 1.14 5.92361 4.46
7 1 3.42 5.92361 4
8 1 4.56 3.94908 4.46
9 1 0 7.89815 4
10 1 1.14 9.87269 4.46
11 1 3.42 9.87269 4
12 1 4.56 7.89815 4.46
13 1 0 11.8472 4
14 1 1.14 13.8218 4.46
15 1 3.42 13.8218 4
16 1 4.56 11.8472 4.46
17 1 0 15.7963 4
18 1 1.14 17.7708 4.46
19 1 3.42 17.7708 4
20 1 4.56 15.7963 4.46
21 1 0 19.7454 4
22 1 1.14 21.7199 4.46
23 1 3.42 21.7199 4
24 1 4.56 19.7454 4.46
25 1 0 23.6945 4
26 1 1.14 25.669 4.46
27 1 3.42 25.669 4
28 1 4.56 23.6945 4.46
29 1 0 27.6435 4
30 1 1.14 29.6181 4.46
31 1 3.42 29.6181 4
32 1 4.56 27.6435 4.46
33 1 0 31.5926 4
34 1 1.14 33.5671 4.46
35 1 3.42 33.5671 4
36 1 4.56 31.5926 4.46
37 1 0 35.5417 4
38 1 1.14 37.5162 4.46
39 1 3.42 37.5162 4
40 1 4.56 35.5417 4.46
41 1 0 39.4908 4
42 1 1.14 41.4653 4.46
43 1 3.42 41.4653 4
44 1 4.56 39.4908 4.46
45 1 0 43.4398 4
46 1 1.14 45.4144 4.46
47 1 3.42 45.4144 4
48 1 4.56 43.4398 4.46
49 1 0 47.3889 4
50 1 1.14 49.3634 4.46
51 1 3.42 49.3634 4
52 1 4.56 47.3889 4.46
53 1 0 51.338 4
54 1 1.14 53.3125 4.46
55 1 3.42 53.3125 4
56 1 4.56 51.338 4.46
57 1 0 55.2871 4
58 1 1.14 57.2616 4.46
59 1 3.42 57.2616 4
60 1 4.56 55.2871 4.46
61 1 0 59.2361 4
62 1 1.14 61.2107 4.46
63 1 3.42 61.2107 4
64 1 4.56 59.2361 4.46
65 1 0 63.1852 4
66 1 1.14 65.1598 4.46
67 1 3.42 65.1598 4
68 1 4.56 63.1852 4.46
69 1 0 67.1343 4
70 1 1.14 69.1088 4.46
71 1 3.42 69.1088 4
72 1 4.56 67.1343 4.46
73 1 0 71.0834 4
74 1 1.14 73.0579 4.46
75 1 3.42 73.0579 4
76 1 4.56 71.0834 4.46
77 1 0 75.0324 4
78 1 1.14 77.007 4.46
79 1 3.42 77.007 4
80 1 4.56 75.0324 4.46
81 1 0 78.9815 4
82 1 1.14 80.9561 4.46
83 1 3.42 80.9561 4
84 1 4.56 78.9815 4.46
85 1 0 82.9306 4
86 1 1.14 84.9051 4.46
87 1 3.42 84.9051 4
88 1 4.56 82.9306 4.46
89 1 0 86.8797 4
90 1 1.14 88.8542 4.46
91 1 3.42 88.8542 4
92 1 4.56 86.8797 4.46
93 1 0 90.8287 4
94 1 1.14 92.8033 4.46
95 1 3.42 92.8033 4
96 1 4.56 90.8287 4.46
97 1 0 94.7778 4
98 1 1.14 96.7524 4.46
99 1 3.42 96.7524 4
100 1 4.56 94.7778 4.46
101 1 0 98.7269 4
102 1 1.14 100.701 4.46
103 1 3.42 100.701 4
104 1 4.56 98.7269 4.46
105 1 6.84 0 4
106 1 7.98 1.97454 4.46
107 1 10.26 1.97454 4
108 1 11.4 0 4.46
109 1 6.84 3.94908 4
110 1 7.98 5.92361 4.46
111 1 10.26 5.92361 4
112 1 11.4 3.94908 4.46
113 1 6.84 7.89815 4
114 1 7.98 9.87269 4.46
115 1 10.26 9.87269 4
116 1 11.4 7.89815 4.46
117 1 6.84 11.8472 4
118 1 7.98 13.8218 4.46
119 1 10.26 13.8218 4
120 1 11.4 11.8472 4.46
121 1 6.84 15.7963 4
122 1 7.98 17.7708 4.46
123 1 10.26 17.7708 4
124 1 11.4 15.7963 4.46
125 1 6.84 19.7454 4
126 1 7.98 21.7199 4.46
127 1 10.26 21.7199 4
128 1 11.4 19.7454 4.46
129 1 6.84 23.6945 4
130 1 7.98 25.669 4.46
131 1 10.26 25.669 4
132 1 11.4 23.6945 4.46
133 1 6.84 27.6435 4
134 1 7.98 29.6181 4.46
135 1 10.26 29.6181 4
136 1 11.4 27.6435 4.46
137 1 6.84 31.5926 4
138 1 7.98 33.5671 4.46
139 1 10.26 33.5671 4
140 1 11.4 31.5926 4.46
141 1 6.84 35.5417 4
142 1 7.98 37.5162 4.46
143 1 10.26 37.5162 4
144 1 11.4 35.5417 4.46
145 1 6.84 39.4908 4
146 1 7.98 41.4653 4.46
147 1 10.26 41.4653 4
148 1 11.4 39.4908 4.46
149 1 6.84 43.4398 4
150 1 7.98 45.4144 4.46
151 1 10.26 45.4144 4
152 1 11.4 43.4398 4.46
153 1 6.84 47.3889 4
154 1 7.98 49.3634 4.46
155 1 10.26 49.3634 4
156 1 11.4 47.3889 4.46
157 1 6.84 51.338 4
158 1 7.98 53.3125 4.46
159 1 10.26 53.3125 4
160 1 11.4 51.338 4.46
161 1 6.84 55.2871 4
162 1 7.98 57.2616 4.46
163 1 10.26 57.2616 4
164 1 11.4 55.2871 4.46
165 1 6.84 59.2361 4
166 1 7.98 61.2107 4.46
167 1 10.26 61.2107 4
168 1 11.4 59.2361 4.46
169 1 6.84 63.1852 4
170 1 7.98 65.1598 4.46
171 1 10.26 65.1598 4
172 1 11.4 63.1852 4.46
173 1 6.84 67.1343 4
174 1 7.98 69.1088 4.46
175 1 10.26 69.1088 4
176 1 11.4 67.1343 4.46
177 1 6.84 71.0834 4
178 1 7.98 73.0579 4.46
179 1 10.26 73.0579 4
180 1 11.4 71.0834 4.46
181 1 6.84 75.0324 4
182 1 7.98 77.007 4.46
183 1 10.26 77.007 4
184 1 11.4 75.0324 4.46
185 1 6.84 78.9815 4
186 1 7.98 80.9561 4.46
187 1 10.26 80.9561 4
188 1 11.4 78.9815 4.46
189 1 6.84 82.9306 4
190 1 7.98 84.9051 4.46
191 1 10.26 84.9051 4
192 1 11.4 82.9306 4.46
193 1 6.84 86.8797 4
194 1 7.98 88.8542 4.46
195 1 10.26 88.8542 4
196 1 11.4 86.8797 4.46
197 1 6.84 90.8287 4
198 1 7.98 92.8033 4.46
199 1 10.26 92.8033 4
200 1 11.4 90.8287 4.46
201 1 6.84 94.7778 4
202 1 7.98 96.7524 4.46
203 1 10.26 96.7524 4
204 1 11.4 94.7778 4.46
205 1 6.84 98.7269 4
206 1 7.98 100.701 4.46
207 1 10.26 100.701 4
208 1 11.4 98.7269 4.46
209 1 13.68 0 4
210 1 14.82 1.97454 4.46
211 1 17.1 1.97454 4
212 1 18.24 0 4.46
213 1 13.68 3.94908 4
214 1 14.82 5.92361 4.46
215 1 17.1 5.92361 4
216 1 18.24 3.94908 4.46
217 1 13.68 7.89815 4
218 1 14.82 9.87269 4.46
219 1 17.1 9.87269 4
220 1 18.24 7.89815 4.46
221 1 13.68 11.8472 4
222 1 14.82 13.8218 4.46
223 1 17.1 13.8218 4
224 1 18.24 11.8472 4.46
225 1 13.68 15.7963 4
226 1 14.82 17.7708 4.46
227 1 17.1 17.7708 4
228 1 18.24 15.7963 4.46
229 1 13.68 19.7454 4
230 1 14.82 21.7199 4.46
231 1 17.1 21.7199 4
232 1 18.24 19.7454 4.46
233 1 13.68 23.6945 4
234 1 14.82 25.669 4.46
235 1 17.1 25.669 4
236 1 18.24 23.6945 4.46
237 1 13.68 27.6435 4
238 1 14.82 29.6181 4.46
239 1 17.1 29.6181 4
240 1 18.24 27.6435 4.46
241 1 13.68 31.5926 4
242 1 14.82 33.5671 4.46
243 1 17.1 33.5671 4
244 1 18.24 31.5926 4.46
245 1 13.68 35.5417 4
246 1 14.82 37.5162 4.46
247 1 17.1 37.5162 4
248 1 18.24 35.5417 4.46
249 1 13.68 39.4908 4
250 1 14.82 41.4653 4.46
251 1 17.1 41.4653 4
252 1 18.24 39.4908 4.46
253 1 13.68 43.4398 4
254 1 14.82 45.4144 4.46
255 1 17.1 45.4144 4
256 1 18.24 43.4398 4.46
257 1 13.68 47.3889 4
258 1 14.82 49.3634 4.46
259 1 17.1 49.3634 4
260 1 18.24 47.3889 4.46
261 1 13.68 51.338 4
262 1 14.82 53.3125 4.46
263 1 17.1 53.3125 4
264 1 18.24 51.338 4.46
265 1 13.68 55.2871 4
266 1 14.82 57.2616 4.46
267 1 17.1 57.2616 4
268 1 18.24 55.2871 4.46
269 1 13.68 59.2361 4
270 1 14.82 61.2107 4.46
